day,arm,crossed_rate,missing_frac,thin_frac,crossed_duration_s,mid_median,mid_p95,mid_p99,mid_corr,spike_gt50_frac,label_2s,label_10s,label_60s,prereg_pass,prereg_guarded_pass,prereg_pass_effective,econ_pass,prereg_failed,n_grid,n_requests
2025-06-01,cold_control,0.6703935185185185,0.0,3.472222222222222e-05,0.0,55.95749999998952,345.5445000000056,386.95500000000175,0.9772630268854817,0.5119447209426145,0.9008981897310061,0.9318192341528916,0.9523037364775649,False,False,False,,day_quality.crossed_rate;day_quality.crossed_duration_s;parity.mid_median;parity.mid_signed_mean;parity.mid_corr;parity.mid_p95;parity.mid_p99;parity.spike_gt50_fraction;parity.label_agreement.2;parity.label_agreement.10;parity.label_agreement.60,86398,
2025-06-01,lake_book_control,0.00015046296296296297,2.3148148148148147e-05,1.1574074074074073e-05,12.33838336,0.0,0.4800000000104774,4.345900000001968,0.9999977808957043,2.3152703656969543e-05,0.9513968485522096,0.9830125755575627,0.9952148120684061,True,True,True,,,86385,
2025-06-01,coinapi_day_open_L20,0.6703935185185185,0.0,2.3148148148148147e-05,57927.46152832,55.95749999998952,345.5445000000056,386.95500000000175,0.9772630268854817,0.5119447209426145,0.9008981897310061,0.9318192341528916,0.9523037364775649,False,False,False,True,day_quality.crossed_rate;day_quality.crossed_duration_s;parity.mid_median;parity.mid_signed_mean;parity.mid_corr;parity.mid_p95;parity.mid_p99;parity.spike_gt50_fraction;parity.label_agreement.2;parity.label_agreement.10;parity.label_agreement.60,86398,
2025-06-01,coinapi_day_open_full,0.6703935185185185,0.0,2.3148148148148147e-05,57927.46152832,55.95749999998952,345.5445000000056,386.95500000000175,0.9772630268854817,0.5119447209426145,0.9008981897310061,0.9318192341528916,0.9523037364775649,False,False,False,,day_quality.crossed_rate;day_quality.crossed_duration_s;parity.mid_median;parity.mid_signed_mean;parity.mid_corr;parity.mid_p95;parity.mid_p99;parity.spike_gt50_fraction;parity.label_agreement.2;parity.label_agreement.10;parity.label_agreement.60,86398,
2025-06-01,coinapi_stream_L5,0.00011574074074074075,2.3148148148148147e-05,5.787037037037037e-05,11.39777536,0.0,0.4800000000104774,4.345750000001834,0.9999977811535197,2.3151899613363278e-05,0.9513985366305455,0.9830021768329397,0.9951919734921334,True,True,True,True,,86388,
2025-06-01,coinapi_stream_L10,0.00011574074074074075,2.3148148148148147e-05,0.0,11.39777536,0.0,0.4800000000104774,4.345750000001834,0.9999977811535197,2.3151899613363278e-05,0.9513985366305455,0.9830021768329397,0.9951919734921334,True,True,True,True,,86388,
2025-06-01,coinapi_stream_L20,0.00011574074074074075,2.3148148148148147e-05,0.0,11.39777536,0.0,0.4800000000104774,4.345750000001834,0.999997781158468,2.3151899613363278e-05,0.9513985366305455,0.9830021768329397,0.9951919734921334,True,True,True,True,,86388,
2025-06-01,coinapi_stream_L50,0.00011574074074074075,2.3148148148148147e-05,0.0,11.39777536,0.0,0.4800000000104774,4.345750000001834,0.999997781158468,2.3151899613363278e-05,0.9513985366305455,0.9830021768329397,0.9951919734921334,True,True,True,True,,86388,
2025-06-01,coinapi_on_demand_L20,0.00011574074074074075,2.3148148148148147e-05,1.1574074074074073e-05,8.779039232,0.0,0.4832499999945576,4.345650000001792,0.9999977810148439,2.3151363615316943e-05,0.9514007872192637,0.9830029640607633,0.9951921962974118,True,True,True,True,,86390,3.0
2025-06-01,coinapi_on_demand_L50,0.00011574074074074075,2.3148148148148147e-05,1.1574074074074073e-05,8.779039232,0.0,0.4832499999945576,4.345650000001792,0.9999977810148439,2.3151363615316943e-05,0.9514007872192637,0.9830029640607633,0.9951921962974118,True,True,False,,,86390,3.0
